Data de Carga,"Nome ",Sexo,Idade,Sexo_condicionado,Classificação
2022-11-25 09:22:42,Mrs. (Ada E Hall) Ball,female,36,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Frank John (Emily Alice Brown) Goldsmith,female,31,Feminino,Mulher
2022-11-25 09:22:42,Miss. Jean Gertrude Hippach,female,16,Feminino,Mulher
2022-11-25 09:22:42,Miss. Agnes McCoy,female,28,Feminino,Mulher
2022-11-25 09:22:42,Mr. Austen Partner,male,45.5,Masculino,Homem
2022-11-25 09:22:42,Mr. George Edward Graham,male,38,Masculino,Homem
2022-11-25 09:22:42,Mr. Leo Edmondus Vander Planke,male,16,Masculino,Homem
2022-11-25 09:22:42,Mrs. Henry William (Clara Heinsheimer) Frauenthal,female,42,Feminino,Mulher
2022-11-25 09:22:42,Mr. Mitto Denkoff,male,30,Masculino,Homem
2022-11-25 09:22:42,Mr. Thomas Clinton Pears,male,29,Masculino,Homem
2022-11-25 09:22:42,Miss. Elizabeth Margaret Burns,female,41,Feminino,Mulher
2022-11-25 09:22:42,Mr. Karl Edwart Dahl,male,45,Masculino,Homem
2022-11-25 09:22:42,Mr. Stephen Weart Blackwell,male,45,Masculino,Homem
2022-11-25 09:22:42,Master. Edmond Roger Navratil,male,2,Masculino,Homem
2022-11-25 09:22:42,Miss. Alice Elizabeth Fortune,female,24,Feminino,Mulher
2022-11-25 09:22:42,Mr. Erik Gustaf Collander,male,28,Masculino,Homem
2022-11-25 09:22:42,Mr. Charles Frederick Waddington Sedgwick,male,25,Masculino,Homem
2022-11-25 09:22:42,Mr. Stanley Hubert Fox,male,36,Masculino,Homem
2022-11-25 09:22:42,Miss. Amelia Brown,female,24,Feminino,Mulher
2022-11-25 09:22:42,Miss. Marion Elsie Smith,female,40,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Thomas Henry (Mary E Finck) Davison,female,34,Feminino,Mulher
2022-11-25 09:22:42,Master. William Loch Coutts,male,3,Masculino,Homem
2022-11-25 09:22:42,Mr. Jovan Dimic,male,42,Masculino,Homem
2022-11-25 09:22:42,Mr. Nils Martin Odahl,male,23,Masculino,Homem
2022-11-25 09:22:42,Mr. Fletcher Fellows Williams-Lambert,male,43,Masculino,Homem
2022-11-25 09:22:42,Mr. Tannous Elias,male,15,Masculino,Homem
2022-11-25 09:22:42,Mr. Josef Arnold-Franchi,male,25,Masculino,Homem
2022-11-25 09:22:42,Mr. Wazli Yousif,male,23,Masculino,Homem
2022-11-25 09:22:42,Mr. Leo Peter Vanden Steen,male,28,Masculino,Homem
2022-11-25 09:22:42,Miss. Elsie Edith Bowerman,female,22,Feminino,Mulher
2022-11-25 09:22:42,Miss. Annie Clemmer Funk,female,38,Feminino,Mulher
2022-11-25 09:22:42,Miss. Mary McGovern,female,22,Feminino,Mulher
2022-11-25 09:22:42,Miss. Helen Mary Mockler,female,23,Feminino,Mulher
2022-11-25 09:22:42,Mr. Wilhelm Skoog,male,40,Masculino,Homem
2022-11-25 09:22:42,Mr. Sebastiano del Carlo,male,29,Masculino,Homem
2022-11-25 09:22:42,Mrs. (Catherine David) Barbara,female,45,Feminino,Mulher
2022-11-25 09:22:42,Mr. Adola Asim,male,35,Masculino,Homem
2022-11-25 09:22:42,"Mr. Thomas O'Brien",male,27,Masculino,Homem
2022-11-25 09:22:42,Mr. Mauritz Nils Martin Adahl,male,30,Masculino,Homem
2022-11-25 09:22:42,Mrs. Frank Manley (Anna Sophia Atkinson) Warren,female,60,Feminino,Mulher
2022-11-25 09:22:42,Mrs. (Mantoura Boulos) Moussa,female,35,Feminino,Mulher
2022-11-25 09:22:42,Miss. Annie Jermyn,female,22,Feminino,Mulher
2022-11-25 09:22:42,Mme. Leontine Pauline Aubart,female,24,Feminino,Mulher
2022-11-25 09:22:42,Mr. George Achilles Harder,male,25,Masculino,Homem
2022-11-25 09:22:42,Mr. Jakob Alfred Wiklund,male,18,Masculino,Homem
2022-11-25 09:22:42,Mr. William Thomas Beavan,male,19,Masculino,Homem
2022-11-25 09:22:42,Mr. Sante Ringhini,male,22,Masculino,Homem
2022-11-25 09:22:42,Miss. Stina Viola Palsson,female,3,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Edgar Joseph (Leila Saks) Meyer,female,25,Feminino,Mulher
2022-11-25 09:22:42,Miss. Aurora Adelia Landergren,female,22,Feminino,Mulher
2022-11-25 09:22:42,Mr. Harry Elkins Widener,male,27,Masculino,Homem
2022-11-25 09:22:42,Mr. Tannous Betros,male,20,Masculino,Homem
2022-11-25 09:22:42,Mr. Karl Gideon Gustafsson,male,19,Masculino,Homem
2022-11-25 09:22:42,Miss. Rosalie Bidois,female,42,Feminino,Mulher
2022-11-25 09:22:42,Miss. Maria Nakid,female,1,Feminino,Mulher
2022-11-25 09:22:42,Mr. Juho Tikkanen,male,32,Masculino,Homem
2022-11-25 09:22:42,Mrs. Alexander Oskar (Mary Aline Towner) Holverson,female,35,Feminino,Mulher
2022-11-25 09:22:42,Mr. Vasil Plotcharsky,male,27,Masculino,Homem
2022-11-25 09:22:42,Mr. Charles Henry Davies,male,18,Masculino,Homem
2022-11-25 09:22:42,Master. Sidney Leonard Goodwin,male,1,Masculino,Homem
2022-11-25 09:22:42,Miss. Kate Buss,female,36,Feminino,Mulher
2022-11-25 09:22:42,Mr. Matthew Sadlier,male,19,Masculino,Homem
2022-11-25 09:22:42,Miss. Bertha Lehmann,female,17,Feminino,Mulher
2022-11-25 09:22:42,Mr. William Ernest Carter,male,36,Masculino,Homem
2022-11-25 09:22:42,Mr. Carl Olof Jansson,male,21,Masculino,Homem
2022-11-25 09:22:42,Mr. Johan Birger Gustafsson,male,28,Masculino,Homem
2022-11-25 09:22:42,Miss. Marjorie Newell,female,23,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Hjalmar (Agnes Charlotta Bengtsson) Sandstrom,female,24,Feminino,Mulher
2022-11-25 09:22:42,Mr. Erik Johansson,male,22,Masculino,Homem
2022-11-25 09:22:42,Miss. Elina Olsson,female,31,Feminino,Mulher
2022-11-25 09:22:42,Mr. Peter David McKane,male,46,Masculino,Homem
2022-11-25 09:22:42,Dr. Alfred Pain,male,23,Masculino,Homem
2022-11-25 09:22:42,Mrs. William H (Jessie L) Trout,female,28,Feminino,Mulher
2022-11-25 09:22:42,Mr. Juha Niskanen,male,39,Masculino,Homem
2022-11-25 09:22:42,Mr. John Adams,male,26,Masculino,Homem
2022-11-25 09:22:42,Miss. Mari Aina Jussila,female,21,Feminino,Mulher
2022-11-25 09:22:42,Mr. Pekka Pietari Hakkarainen,male,28,Masculino,Homem
2022-11-25 09:22:42,Miss. Marija Oreskovic,female,20,Feminino,Mulher
2022-11-25 09:22:42,Mr. Shadrach Gale,male,34,Masculino,Homem
2022-11-25 09:22:42,Mr. Carl/Charles Peter Widegren,male,51,Masculino,Homem
2022-11-25 09:22:42,Master. William Rowe Richards,male,3,Masculino,Homem
2022-11-25 09:22:42,Mr. Hans Martin Monsen Birkeland,male,21,Masculino,Homem
2022-11-25 09:22:42,Miss. Ida Lefebre,female,3,Feminino,Mulher
2022-11-25 09:22:42,Mr. Todor Sdycoff,male,42,Masculino,Homem
2022-11-25 09:22:42,Mr. Henry Hart,male,27,Masculino,Homem
2022-11-25 09:22:42,Miss. Daisy E Minahan,female,33,Feminino,Mulher
2022-11-25 09:22:42,Mr. Alfred Fleming Cunningham,male,22,Masculino,Homem
2022-11-25 09:22:42,Mr. Johan Julian Sundman,male,44,Masculino,Homem
2022-11-25 09:22:42,Mrs. Thomas (Annie Louise Rowley) Meek,female,32,Feminino,Mulher
2022-11-25 09:22:42,Mrs. James Vivian (Lulu Thorne Christian) Drew,female,34,Feminino,Mulher
2022-11-25 09:22:42,Miss. Lyyli Karoliina Silven,female,18,Feminino,Mulher
2022-11-25 09:22:42,Mr. William John Matthews,male,30,Masculino,Homem
2022-11-25 09:22:42,Miss. Catharina Van Impe,female,10,Feminino,Mulher
2022-11-25 09:22:42,Mr. David Charters,male,21,Masculino,Homem
2022-11-25 09:22:42,Mr. Leo Zimmerman,male,29,Masculino,Homem
2022-11-25 09:22:42,Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren) Danbom,female,28,Feminino,Mulher
2022-11-25 09:22:42,Mr. Viktor Richard Rosblom,male,18,Masculino,Homem
2022-11-25 09:22:42,Mr. Phillippe Wiseman,male,54,Masculino,Homem
2022-11-25 09:22:42,Mrs. Charles V (Ada Maria Winfield) Clarke,female,28,Feminino,Mulher
2022-11-25 09:22:42,Miss. Kate Florence Phillips,female,19,Feminino,Mulher
2022-11-25 09:22:42,Mr. James Flynn,male,28,Masculino,Homem
2022-11-25 09:22:42,Mr. Berk (Berk Trembisky) Pickard,male,32,Masculino,Homem
2022-11-25 09:22:42,Mr. Mauritz Hakan Bjornstrom-Steffansson,male,28,Masculino,Homem
2022-11-25 09:22:42,Mrs. Percival (Florence Kate White) Thorneycroft,female,33,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Charles Alexander (Alice Adelaide Slow) Louch,female,42,Feminino,Mulher
2022-11-25 09:22:42,Mr. Nikolai Erland Kallio,male,17,Masculino,Homem
2022-11-25 09:22:42,Mr. William Baird Silvey,male,50,Masculino,Homem
2022-11-25 09:22:42,Miss. Lucile Polk Carter,female,14,Feminino,Mulher
2022-11-25 09:22:42,Miss. Doolina Margaret Ford,female,21,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Sidney (Emily Hocking) Richards,female,24,Feminino,Mulher
2022-11-25 09:22:42,Mr. Mark Fortune,male,64,Masculino,Homem
2022-11-25 09:22:42,Mr. Johan Henrik Johannesson Kvillner,male,31,Masculino,Homem
2022-11-25 09:22:42,Mrs. Benjamin (Esther Ada Bloomfield) Hart,female,45,Feminino,Mulher
2022-11-25 09:22:42,Mr. Leon Hampe,male,20,Masculino,Homem
2022-11-25 09:22:42,Mr. Johan Emil Petterson,male,25,Masculino,Homem
2022-11-25 09:22:42,Ms. Encarnacion Reynaldo,female,28,Feminino,Mulher
2022-11-25 09:22:42,Mr. Bernt Johannesen-Bratthammer,male,29,Masculino,Homem
2022-11-25 09:22:42,Master. Washington Dodge,male,4,Masculino,Homem
2022-11-25 09:22:42,Miss. Madeleine Violet Mellinger,female,13,Feminino,Mulher
2022-11-25 09:22:42,Mr. Frederic Kimber Seward,male,34,Masculino,Homem
2022-11-25 09:22:42,Miss. Marie Catherine Baclini,female,5,Feminino,Mulher
2022-11-25 09:22:42,Major. Arthur Godfrey Peuchen,male,52,Masculino,Homem
2022-11-25 09:22:42,Mr. Edwy Arthur West,male,36,Masculino,Homem
2022-11-25 09:22:42,Mr. Ingvald Olai Olsen Hagland,male,28,Masculino,Homem
2022-11-25 09:22:42,Mr. Benjamin Laventall Foreman,male,30,Masculino,Homem
2022-11-25 09:22:42,Mr. Samuel L Goldenberg,male,49,Masculino,Homem
2022-11-25 09:22:42,Mr. Joseph Peduzzi,male,24,Masculino,Homem
2022-11-25 09:22:42,Mr. Ivan Jalsevac,male,29,Masculino,Homem
2022-11-25 09:22:42,Mr. Francis Davis Millet,male,65,Masculino,Homem
2022-11-25 09:22:42,Mrs. Frederick R (Marion) Kenyon,female,41,Feminino,Mulher
2022-11-25 09:22:42,Miss. Ellen Toomey,female,50,Feminino,Mulher
2022-11-25 09:22:42,"Mr. Maurice O'Connor",male,17,Masculino,Homem
2022-11-25 09:22:42,Mr. Harry Anderson,male,48,Masculino,Homem
2022-11-25 09:22:42,Mr. William Morley,male,34,Masculino,Homem
2022-11-25 09:22:42,Mr. Arthur H Gee,male,47,Masculino,Homem
2022-11-25 09:22:42,Mr. Jacob Christian Milling,male,48,Masculino,Homem
2022-11-25 09:22:42,Mr. Simon Maisner,male,34,Masculino,Homem
2022-11-25 09:22:42,Mr. Manuel Estanslas Goncalves,male,38,Masculino,Homem
2022-11-25 09:22:42,Mr. William Campbell,male,21,Masculino,Homem
2022-11-25 09:22:42,Mr. John Montgomery Smart,male,56,Masculino,Homem
2022-11-25 09:22:42,Mr. James Scanlan,male,22,Masculino,Homem
2022-11-25 09:22:42,Miss. Helene Barbara Baclini,female,0.75,Feminino,Mulher
2022-11-25 09:22:42,Mr. Arthur Keefe,male,39,Masculino,Homem
2022-11-25 09:22:42,Mr. Luka Cacic,male,38,Masculino,Homem
2022-11-25 09:22:42,Mrs. Edwy Arthur (Ada Mary Worth) West,female,33,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Amin S (Marie Marthe Thuillard) Jerwan,female,23,Feminino,Mulher
2022-11-25 09:22:42,Miss. Ida Sofia Strandberg,female,22,Feminino,Mulher
2022-11-25 09:22:42,Mr. George Quincy Clifford,male,40,Masculino,Homem
2022-11-25 09:22:42,Mr. Peter Henry Renouf,male,34,Masculino,Homem
2022-11-25 09:22:42,Mr. Lewis Richard Braund,male,29,Masculino,Homem
2022-11-25 09:22:42,Mr. Nils August Karlsson,male,22,Masculino,Homem
2022-11-25 09:22:42,Miss. Hildur E Hirvonen,female,2,Feminino,Mulher
2022-11-25 09:22:42,Master. Harold Victor Goodwin,male,9,Masculino,Homem
2022-11-25 09:22:42,Mr. Anthony Wood Frost,male,37,Masculino,Homem
2022-11-25 09:22:42,Mr. Richard Henry Rouse,male,50,Masculino,Homem
2022-11-25 09:22:42,Mrs. (Hedwig) Turkula,female,63,Feminino,Mulher
2022-11-25 09:22:42,Mr. Dickinson H Bishop,male,25,Masculino,Homem
2022-11-25 09:22:42,Miss. Jeannie Lefebre,female,8,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Frederick Maxfield (Jane Anne Forby) Hoyt,female,35,Feminino,Mulher
2022-11-25 09:22:42,Mr. Edward Austin Kent,male,58,Masculino,Homem
2022-11-25 09:22:42,Mr. Francis William Somerton,male,30,Masculino,Homem
2022-11-25 09:22:42,Master. Eden Leslie Coutts,male,9,Masculino,Homem
2022-11-25 09:22:42,Mr. Konrad Mathias Reiersen Hagland,male,19,Masculino,Homem
2022-11-25 09:22:42,Mr. Einar Windelov,male,21,Masculino,Homem
2022-11-25 09:22:42,Mr. Harry Markland Molson,male,55,Masculino,Homem
2022-11-25 09:22:42,Mr. Ramon Artagaveytia,male,71,Masculino,Homem
2022-11-25 09:22:42,Mr. Edward Roland Stanley,male,21,Masculino,Homem
2022-11-25 09:22:42,Mr. Gerious Yousseff,male,26,Masculino,Homem
2022-11-25 09:22:42,Miss. Elizabeth Mussey Eustis,female,54,Feminino,Mulher
2022-11-25 09:22:42,Mr. Frederick William Shellard,male,55,Masculino,Homem
2022-11-25 09:22:42,Mrs. Hudson J C (Bessie Waldo Daniels) Allison,female,25,Feminino,Mulher
2022-11-25 09:22:42,Mr. Olof Svensson,male,24,Masculino,Homem
2022-11-25 09:22:42,Mr. Petar Calic,male,17,Masculino,Homem
2022-11-25 09:22:42,Miss. Mary Canavan,female,21,Feminino,Mulher
2022-11-25 09:22:42,"Miss. Bridget Mary O'Sullivan",female,21,Feminino,Mulher
2022-11-25 09:22:42,Miss. Kristina Sofia Laitinen,female,37,Feminino,Mulher
2022-11-25 09:22:42,Miss. Roberta Maioni,female,16,Feminino,Mulher
2022-11-25 09:22:42,Mr. Victor de Satode Penasco y Castellana,male,18,Masculino,Homem
2022-11-25 09:22:42,Mrs. Frederick Charles (Jane Richards) Quick,female,33,Feminino,Mulher
2022-11-25 09:22:42,Mr. George Bradley,male,37,Masculino,Homem
2022-11-25 09:22:42,Mr. Henry Margido Olsen,male,28,Masculino,Homem
2022-11-25 09:22:42,Mr. Fang Lang,male,26,Masculino,Homem
2022-11-25 09:22:42,Mr. Eugene Patrick Daly,male,29,Masculino,Homem
2022-11-25 09:22:42,Mr. James Webber,male,66,Masculino,Homem
2022-11-25 09:22:42,Mr. James Robert McGough,male,36,Masculino,Homem
2022-11-25 09:22:42,Mrs. Martin (Elizabeth L. Barrett) Rothschild,female,54,Feminino,Mulher
2022-11-25 09:22:42,Mr. Satio Coleff,male,24,Masculino,Homem
2022-11-25 09:22:42,Mr. William Anderson Walker,male,47,Masculino,Homem
2022-11-25 09:22:42,Mrs. (Amelia Milley) Lemore,female,34,Feminino,Mulher
2022-11-25 09:22:42,Mr. Patrick Ryan,male,30,Masculino,Homem
2022-11-25 09:22:42,Mrs. William A (Florence Agnes Hughes) Angle,female,36,Feminino,Mulher
2022-11-25 09:22:42,Mr. Stefo Pavlovic,male,32,Masculino,Homem
2022-11-25 09:22:42,Miss. Anne Perreault,female,30,Feminino,Mulher
2022-11-25 09:22:42,Mr. Janko Vovk,male,22,Masculino,Homem
2022-11-25 09:22:42,Mr. Sarkis Lahoud,male,35,Masculino,Homem
2022-11-25 09:22:42,Mrs. Louis Albert (Ida Sophia Fischer) Hippach,female,44,Feminino,Mulher
2022-11-25 09:22:42,Mr. Fared Kassem,male,18,Masculino,Homem
2022-11-25 09:22:42,Mr. James Farrell,male,40.5,Masculino,Homem
2022-11-25 09:22:42,Miss. Lucy Ridsdale,female,50,Feminino,Mulher
2022-11-25 09:22:42,Mr. John Farthing,male,49,Masculino,Homem
2022-11-25 09:22:42,Mr. Johan Werner Salonen,male,39,Masculino,Homem
2022-11-25 09:22:42,Mr. Richard George Hocking,male,23,Masculino,Homem
2022-11-25 09:22:42,Miss. Phyllis May Quick,female,2,Feminino,Mulher
2022-11-25 09:22:42,Mr. Nakli Toufik,male,17,Masculino,Homem
2022-11-25 09:22:42,Mr. Joseph Jr Elias,male,17,Masculino,Homem
2022-11-25 09:22:42,Mrs. Catherine (Catherine Rizk) Peter,female,24,Feminino,Mulher
2022-11-25 09:22:42,Miss. Marija Cacic,female,30,Feminino,Mulher
2022-11-25 09:22:42,Miss. Eva Miriam Hart,female,7,Feminino,Mulher
2022-11-25 09:22:42,Major. Archibald Willingham Butt,male,45,Masculino,Homem
2022-11-25 09:22:42,Miss. Bertha LeRoy,female,30,Feminino,Mulher
2022-11-25 09:22:42,Mr. Samuel Beard Risien,male,69,Masculino,Homem
2022-11-25 09:22:42,Miss. Hedwig Margaritha Frolicher,female,22,Feminino,Mulher
2022-11-25 09:22:42,Miss. Harriet R Crosby,female,36,Feminino,Mulher
2022-11-25 09:22:42,Miss. Ingeborg Constanzia Andersson,female,9,Feminino,Mulher
2022-11-25 09:22:42,Miss. Sigrid Elisabeth Andersson,female,11,Feminino,Mulher
2022-11-25 09:22:42,Mr. Edward Beane,male,32,Masculino,Homem
2022-11-25 09:22:42,Mr. Walter Donald Douglas,male,50,Masculino,Homem
2022-11-25 09:22:42,Mr. Arthur Ernest Nicholson,male,64,Masculino,Homem
2022-11-25 09:22:42,Mrs. Edward (Ethel Clarke) Beane,female,19,Feminino,Mulher
2022-11-25 09:22:42,Mr. Julian Padro y Manent,male,27,Masculino,Homem
2022-11-25 09:22:42,Mr. Frank John Goldsmith,male,33,Masculino,Homem
2022-11-25 09:22:42,Master. John Morgan Jr Davies,male,8,Masculino,Homem
2022-11-25 09:22:42,Mr. John Borland Jr Thayer,male,17,Masculino,Homem
2022-11-25 09:22:42,Mr. Percival James R Sharp,male,27,Masculino,Homem
2022-11-25 09:22:42,"Mr. Timothy O'Brien",male,21,Masculino,Homem
2022-11-25 09:22:42,Mr. Fahim Leeni,male,22,Masculino,Homem
2022-11-25 09:22:42,Miss. Velin Ohman,female,22,Feminino,Mulher
2022-11-25 09:22:42,Mr. George Wright,male,62,Masculino,Homem
2022-11-25 09:22:42,Lady. (Lucille Christiana Sutherland)Duff Gordon,female,48,Feminino,Mulher
2022-11-25 09:22:42,Mr. Victor Robbins,male,45,Masculino,Homem
2022-11-25 09:22:42,Mrs. Emil (Tillie Mandelbaum) Taussig,female,39,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Guillaume Joseph (Emma) de Messemaeker,female,36,Feminino,Mulher
2022-11-25 09:22:42,Mr. Thomas Rowan Morrow,male,30,Masculino,Homem
2022-11-25 09:22:42,Mr. Husein Sivic,male,40,Masculino,Homem
2022-11-25 09:22:42,Mr. Robert Douglas Norman,male,28,Masculino,Homem
2022-11-25 09:22:42,Mr. John Simmons,male,40,Masculino,Homem
2022-11-25 09:22:42,Miss. (Marion Ogden) Meanwell,female,62,Feminino,Mulher
2022-11-25 09:22:42,Mr. Alfred J Davies,male,24,Masculino,Homem
2022-11-25 09:22:42,Mr. Ilia Stoytcheff,male,19,Masculino,Homem
2022-11-25 09:22:42,Mrs. Nils (Alma Cornelia Berglund) Palsson,female,29,Feminino,Mulher
2022-11-25 09:22:42,Mr. Tannous Doharr,male,28,Masculino,Homem
2022-11-25 09:22:42,Mr. Carl Jonsson,male,32,Masculino,Homem
2022-11-25 09:22:42,Mr. George Harris,male,62,Masculino,Homem
2022-11-25 09:22:42,Mrs. Edward Dale (Charlotte Lamson) Appleton,female,53,Feminino,Mulher
2022-11-25 09:22:42,Mr. John Irwin Flynn,male,36,Masculino,Homem
2022-11-25 09:22:42,Miss. Mary Kelly,female,22,Feminino,Mulher
2022-11-25 09:22:42,Mr. Alfred George John Rush,male,16,Masculino,Homem
2022-11-25 09:22:42,Mr. George Patchett,male,19,Masculino,Homem
2022-11-25 09:22:42,Miss. Ethel Garside,female,34,Feminino,Mulher
2022-11-25 09:22:42,Mrs. William Baird (Alice Munger) Silvey,female,39,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Joseph (Maria Elias) Caram,female,18,Feminino,Mulher
2022-11-25 09:22:42,Mr. Eiriik Jussila,male,32,Masculino,Homem
2022-11-25 09:22:42,Miss. Julie Rachel Christy,female,25,Feminino,Mulher
2022-11-25 09:22:42,Mrs. John Borland (Marian Longstreth Morris) Thayer,female,39,Feminino,Mulher
2022-11-25 09:22:42,Mr. William James Downton,male,54,Masculino,Homem
2022-11-25 09:22:42,Mr. John Hugo Ross,male,36,Masculino,Homem
2022-11-25 09:22:42,Mr. Uscher Paulner,male,16,Masculino,Homem
2022-11-25 09:22:42,Miss. Ruth Taussig,female,18,Feminino,Mulher
2022-11-25 09:22:42,Mr. John Denzil Jarvis,male,47,Masculino,Homem
2022-11-25 09:22:42,Mr. Maxmillian Frolicher-Stehli,male,60,Masculino,Homem
2022-11-25 09:22:42,Mr. Eliezer Gilinski,male,22,Masculino,Homem
2022-11-25 09:22:42,Mr. Joseph Murdlin,male,22,Masculino,Homem
2022-11-25 09:22:42,Mr. Matti Rintamaki,male,35,Masculino,Homem
2022-11-25 09:22:42,Mrs. Walter Bertram (Martha Eustis) Stephenson,female,52,Feminino,Mulher
2022-11-25 09:22:42,Mr. William James Elsbury,male,47,Masculino,Homem
2022-11-25 09:22:42,Miss. Mary Bourke,female,40,Feminino,Mulher
2022-11-25 09:22:42,Mr. John Henry Chapman,male,37,Masculino,Homem
2022-11-25 09:22:42,Mr. Jean Baptiste Van Impe,male,36,Masculino,Homem
2022-11-25 09:22:42,Miss. Jessie Wills Leitch,female,31,Feminino,Mulher
2022-11-25 09:22:42,Mr. Alfred Johnson,male,49,Masculino,Homem
2022-11-25 09:22:42,Mr. Hanna Boulos,male,18,Masculino,Homem
2022-11-25 09:22:42,Sir. Cosmo Edmund Duff Gordon,male,49,Masculino,Homem
2022-11-25 09:22:42,Mrs. Sidney Samuel (Amy Frances Christy) Jacobsohn,female,24,Feminino,Mulher
2022-11-25 09:22:42,Mr. Petco Slabenoff,male,42,Masculino,Homem
2022-11-25 09:22:42,Mr. Charles H Harrington,male,37,Masculino,Homem
2022-11-25 09:22:42,Mr. Ernst William Torber,male,44,Masculino,Homem
2022-11-25 09:22:42,Mr. Harry Homer,male,35,Masculino,Homem
2022-11-25 09:22:42,Mr. Edvard Bengtsson Lindell,male,36,Masculino,Homem
2022-11-25 09:22:42,Mr. Milan Karaic,male,30,Masculino,Homem
2022-11-25 09:22:42,Mr. Robert Williams Daniel,male,27,Masculino,Homem
2022-11-25 09:22:42,Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche,female,22,Feminino,Mulher
2022-11-25 09:22:42,Miss. Elizabeth W Shutes,female,40,Feminino,Mulher
2022-11-25 09:22:42,Mrs. Anders Johan (Alfrida Konstantia Brogren) Andersson,female,39,Feminino,Mulher
2022-11-25 09:22:42,Mr. Jose Neto Jardin,male,21,Masculino,Homem
2022-11-25 09:22:42,Miss. Margaret Jane Murphy,female,18,Feminino,Mulher
2022-11-25 09:22:42,Mr. John Horgan,male,22,Masculino,Homem
2022-11-25 09:22:42,Mr. William Alfred Brocklebank,male,35,Masculino,Homem
2022-11-25 09:22:42,Miss. Alice Herman,female,24,Feminino,Mulher
2022-11-25 09:22:42,Mr. Ernst Gilbert Danbom,male,34,Masculino,Homem
2022-11-25 09:22:42,Mrs. William Arthur (Cordelia K Stanlick) Lobb,female,26,Feminino,Mulher
2022-11-25 09:22:42,Miss. Marion Louise Becker,female,4,Feminino,Mulher
2022-11-25 09:22:42,Mr. Lawrence Gavey,male,26,Masculino,Homem
2022-11-25 09:22:42,Mr. Antoni Yasbeck,male,27,Masculino,Homem
2022-11-25 09:22:42,Mr. Edwin Nelson Jr Kimball,male,42,Masculino,Homem
2022-11-25 09:22:42,Mr. Sahid Nakid,male,20,Masculino,Homem
2022-11-25 09:22:42,Mr. Henry Damsgaard Hansen,male,21,Masculino,Homem
2022-11-25 09:22:42,Mr. David John Bowen,male,21,Masculino,Homem
2022-11-25 09:22:42,Mr. Frederick Sutton,male,61,Masculino,Homem
2022-11-25 09:22:42,Rev. Charles Leonard Kirkland,male,57,Masculino,Homem
2022-11-25 09:22:42,Miss. Gretchen Fiske Longley,female,21,Feminino,Mulher
2022-11-25 09:22:42,Mr. Guentcho Bostandyeff,male,26,Masculino,Homem
2022-11-25 09:22:42,"Mr. Patrick D O'Connell",male,18,Masculino,Homem
2022-11-25 09:22:42,Mr. Algernon Henry Wilson Barkworth,male,80,Masculino,Homem
2022-11-25 09:22:42,Mr. Johan Svensson Lundahl,male,51,Masculino,Homem
2022-11-25 09:22:42,Dr. Max Stahelin-Maeglin,male,32,Masculino,Homem
2022-11-25 09:22:42,Mr. William Henry Marsh Parr,male,30,Masculino,Homem
2022-11-25 09:22:42,Miss. Mabel Skoog,female,9,Feminino,Mulher
2022-11-25 09:22:42,Miss. Mary Davis,female,28,Feminino,Mulher
2022-11-25 09:22:42,Mr. Antti Gustaf Leinonen,male,32,Masculino,Homem
2022-11-25 09:22:42,Mr. Harvey Collyer,male,31,Masculino,Homem
2022-11-25 09:22:42,Mrs. Juha (Maria Emilia Ojala) Panula,female,41,Feminino,Mulher
2022-11-25 09:22:42,Mr. Percival Thorneycroft,male,37,Masculino,Homem
2022-11-25 09:22:42,Mr. Hans Peder Jensen,male,20,Masculino,Homem
2022-11-25 09:22:42,Mlle. Emma Sagesser,female,24,Feminino,Mulher
2022-11-25 09:22:42,Miss. Margit Elizabeth Skoog,female,2,Feminino,Mulher
2022-11-25 09:22:42,Mr. Choong Foo,male,32,Masculino,Homem
2022-11-25 09:22:42,Miss. Eugenie Baclini,female,0.75,Feminino,Mulher
2022-11-25 09:22:42,Mr. Henry Sleeper Harper,male,48,Masculino,Homem
2022-11-25 09:22:42,Mr. Liudevit Cor,male,19,Masculino,Homem
2022-11-25 09:22:42,Col. Oberst Alfons Simonius-Blumer,male,56,Masculino,Homem
2022-11-25 09:22:42,Mr. Edward Willey,male,21,Masculino,Homem
2022-11-25 09:22:42,Miss. Amy Zillah Elsie Stanley,female,23,Feminino,Mulher
2022-11-25 09:22:42,Mr. Mito Mitkoff,male,23,Masculino,Homem
2022-11-25 09:22:42,Miss. Elsie Doling,female,18,Feminino,Mulher
2022-11-25 09:22:42,Mr. Johannes Halvorsen Kalvik,male,21,Masculino,Homem
2022-11-25 09:22:42,"Miss. Hanora O'Leary",female,16,Feminino,Mulher
2022-11-25 09:22:42,Miss. Hanora Hegarty,female,18,Feminino,Mulher
